Accident_ID,Date,Time,Location,Weather,Road_Type,Vehicle_Type,Driver_Age,Severity,Casualties,Speed_Limit
4101,4689,1043,2,1,2,1,30,1,0,80
4102,4690,1046,4,3,1,2,41,1,1,80
4103,4691,1411,3,0,2,1,32,2,1,60
4104,4692,919,3,3,1,3,42,0,4,40
4105,4693,505,2,2,1,1,28,0,4,60
4106,4694,490,4,2,0,2,25,1,1,60
4107,4695,740,4,2,0,0,32,2,1,80
4108,4696,260,4,2,2,0,58,1,2,80
4109,4697,402,2,3,2,0,18,2,0,80
4110,4698,1395,0,2,1,1,59,1,2,100
4113,4699,1026,2,0,1,3,29,0,0,60
4114,4700,1174,1,1,2,1,63,2,0,100
4115,4701,968,2,0,2,0,26,0,0,40
4116,4702,650,2,3,0,2,58,1,3,60
4117,4703,702,3,3,0,3,56,0,4,40
4118,4704,484,4,3,1,2,34,2,1,40
4119,4705,17,0,2,1,3,39,2,2,40
4120,4706,669,4,0,0,0,43,1,0,60
4121,4707,406,0,1,1,1,29,1,2,100
4122,4708,1394,4,3,0,0,57,0,2,40
4124,4709,514,4,3,0,3,18,0,4,40
4125,4710,1239,1,2,2,3,63,0,1,60
4126,4711,874,0,2,2,2,46,0,1,60
4127,4712,1271,0,1,0,0,57,0,4,80
4128,4713,723,3,0,0,0,68,0,1,40
4129,4714,358,3,0,1,3,19,0,2,100
4130,4715,1042,3,0,0,1,69,2,3,60
4131,4716,705,4,3,1,0,23,2,2,40
4132,4717,841,2,2,1,3,48,2,1,40
4133,4718,1392,4,1,2,0,59,1,2,60
4135,4719,598,3,1,2,1,45,0,1,100
4136,4720,574,1,2,0,2,54,0,4,40
4137,4721,797,2,3,1,1,20,1,1,40
4138,4722,393,4,1,0,1,58,1,2,40
4139,4723,313,0,3,1,3,25,1,0,80
4140,4724,499,1,0,1,3,46,1,3,100
4141,4725,191,1,2,1,2,28,0,4,40
4142,4726,873,3,0,1,2,47,1,4,100
4143,4727,691,1,2,0,1,23,0,2,40
4144,4728,1009,2,0,2,3,22,0,4,60
4146,4729,1421,1,0,1,1,52,2,4,100
4147,4730,1244,2,0,2,3,27,2,1,100
4148,4731,1031,4,2,1,2,57,0,1,80
4149,4732,630,4,0,1,2,31,1,4,60
4150,4733,143,3,1,2,3,61,2,0,80
4151,4734,1161,3,0,2,0,50,2,0,80
4152,4735,1333,2,1,0,0,42,1,1,100
4153,4736,1404,2,2,1,0,69,2,0,100
4154,4737,852,3,0,2,0,40,0,1,100
4155,4738,923,1,3,2,3,40,0,0,40
4157,4739,1303,3,3,0,0,49,2,2,40
4158,4740,1049,1,3,2,2,43,0,0,40
4159,4741,893,0,0,1,2,33,1,1,40
4160,4742,514,2,0,2,3,39,1,0,40
4161,4743,204,3,2,0,1,42,0,4,60
4162,4744,1327,0,3,2,0,57,1,2,60
4163,4745,317,1,3,2,0,66,1,0,40
4164,4746,817,1,3,1,3,23,0,0,40
4165,4747,525,1,0,1,3,23,1,0,60
4166,4748,44,2,1,1,3,55,2,3,100
4168,4749,1379,1,0,0,2,29,1,2,40
4169,4750,708,1,1,0,0,69,0,4,100
4170,4751,31,0,3,1,3,19,2,2,60
4171,4752,585,0,3,2,1,23,0,2,60
4172,4753,130,1,2,1,0,68,2,0,40
4173,4754,641,4,0,0,2,44,2,4,40
4174,4755,872,1,2,1,2,41,1,0,60
4175,4756,1387,2,2,2,1,42,2,1,100
4176,4757,258,3,0,0,2,37,1,1,60
4177,4758,660,2,1,1,1,41,2,0,100
4179,4759,844,3,2,2,3,47,1,0,80
4180,4760,163,0,2,0,0,66,2,2,60
4181,4761,1172,2,0,2,0,55,1,0,40
4182,4762,1125,4,0,1,1,58,2,1,100
4183,4763,1270,2,1,2,1,38,1,1,40
4184,4764,567,0,0,0,2,20,1,2,40
4185,4765,698,4,0,2,2,20,0,0,80
4186,4766,1372,1,3,1,1,18,1,0,40
4187,4767,41,0,2,0,3,28,1,0,60
4188,4768,792,4,0,2,1,30,0,1,60
4190,4769,1190,3,2,1,3,69,1,0,60
4191,4770,125,4,0,0,1,65,0,1,40
4192,4771,479,4,0,0,0,62,0,4,40
4193,4772,621,2,2,2,1,57,0,1,60
4194,4773,994,0,1,0,2,31,1,4,100
4195,4774,518,2,2,0,3,57,1,3,80
4196,4775,220,2,2,1,1,45,2,1,40
4197,4776,1373,4,2,1,3,69,2,3,80
4198,4777,97,3,2,2,1,51,0,4,60
4199,4778,439,1,2,0,0,68,0,0,100
4201,4779,199,1,0,0,1,30,1,0,40
4202,4780,1055,3,1,2,1,47,2,4,60
4203,4781,4,3,2,1,2,30,0,4,100
4204,4782,136,2,3,0,0,65,1,4,60
4205,4783,440,0,1,0,3,51,2,1,100
4206,4784,1269,2,0,1,2,32,0,3,60
4207,4785,687,2,3,1,1,40,2,1,80
4208,4786,944,4,0,0,2,18,0,2,100
4209,4787,946,4,1,0,2,51,0,4,40
4210,4788,376,4,3,0,1,44,0,3,80
4212,4789,249,1,3,2,1,20,0,3,80
4213,4790,350,2,0,2,0,37,1,2,40
4214,4791,247,2,0,2,1,60,1,2,80
4215,4792,677,4,3,2,1,63,2,4,60
4216,4793,763,0,0,2,3,66,0,0,100
4217,4794,39,1,3,2,2,27,1,0,100
4218,4795,716,4,0,1,2,67,0,0,40
4219,4796,435,4,1,2,0,67,2,1,40
4220,4797,756,0,2,2,2,19,0,1,80
4221,4798,1203,1,1,1,1,32,2,4,80
4224,4799,162,3,1,1,2,38,0,3,80
4225,4800,646,3,1,1,1,68,1,4,60
4226,4801,386,1,2,1,2,35,2,1,100
4227,4802,831,4,3,2,1,42,0,3,100
4228,4803,447,2,1,1,3,51,2,0,80
4229,4804,896,4,2,2,2,69,0,0,40
4230,4805,1282,3,0,1,1,34,1,2,100
4231,4806,316,3,0,1,0,54,0,3,60
4232,4807,207,4,0,1,0,60,2,0,80
4233,4808,1373,3,2,2,1,55,2,4,80
4235,4809,400,0,0,1,3,31,1,2,100
4236,4810,1020,1,0,0,0,36,0,2,60
4237,4811,1233,0,3,0,0,62,1,2,60
4238,4812,117,0,1,1,3,24,0,0,40
4239,4813,1330,3,1,2,3,69,1,4,40
4240,4814,598,3,3,0,0,63,1,1,100
4241,4815,331,3,0,1,2,67,1,3,60
4242,4816,721,4,2,0,3,23,2,3,40
4243,4817,717,3,1,0,0,63,2,3,60
4244,4818,1087,2,2,2,2,23,1,1,80
4246,4819,965,3,1,0,2,63,2,4,80
4247,4820,869,0,0,0,3,23,0,0,80
4248,4821,1425,0,3,2,0,68,0,4,60
4249,4822,489,1,0,2,1,37,2,0,60
4250,4823,680,0,2,2,0,58,0,0,80
4251,4824,144,3,1,2,2,69,2,0,40
4252,4825,486,3,3,1,3,66,2,1,80
4253,4826,368,0,3,0,1,33,2,2,100
4254,4827,809,2,3,2,1,63,1,2,80
4255,4828,1209,4,3,1,1,27,2,2,80
4257,4829,1287,1,2,2,2,64,0,2,100
4258,4830,128,1,3,0,1,32,0,2,60
4259,4831,857,1,3,0,3,36,2,1,40
4260,4832,1349,0,0,1,0,46,0,4,80
4261,4833,1416,0,1,1,3,41,2,3,60
4262,4834,39,4,1,1,3,64,2,3,100
4263,4835,1061,0,3,1,1,46,2,3,60
4264,4836,472,3,2,2,2,62,0,1,60
4265,4837,1303,2,0,2,3,19,1,1,80
4266,4838,890,1,3,0,0,67,0,2,40
4268,4839,496,1,0,1,0,31,0,4,40
4269,4840,1367,2,1,2,3,64,0,1,60
4270,4841,203,1,2,2,2,60,2,1,40
4271,4842,295,3,2,2,1,61,1,0,100
4272,4843,452,0,1,0,3,33,1,3,80
4273,4844,70,1,0,1,3,28,1,3,60
4274,4845,1058,2,2,0,0,26,1,0,60
4275,4846,894,0,1,1,0,48,1,0,40
4276,4847,781,4,0,1,0,64,0,4,80
4277,4848,1351,3,0,0,0,51,1,0,80
4279,4849,139,3,1,2,1,20,2,4,40
4280,4850,1020,0,1,1,1,45,0,1,60
4281,4851,29,3,1,1,2,21,1,3,60
4282,4852,405,0,1,2,2,49,1,1,80
4283,4853,617,2,0,1,1,62,1,0,40
4284,4854,516,0,1,2,1,69,2,3,40
4285,4855,492,0,0,0,2,49,1,4,100
4286,4856,265,0,0,0,3,33,2,2,100
4287,4857,643,2,0,0,3,45,1,1,60
4288,4858,1377,1,3,2,0,56,0,1,80
4290,4859,173,0,0,2,0,55,2,2,60
4291,4860,508,0,0,0,1,55,1,0,40
4292,4861,69,3,2,1,0,20,1,2,40
4293,4862,66,2,3,1,1,42,0,1,40
4294,4863,620,3,2,1,1,31,1,4,40
4295,4864,252,2,2,0,3,59,1,0,60
4296,4865,349,4,1,2,1,27,2,3,40
4297,4866,26,4,1,2,2,64,1,0,100
4298,4867,1120,3,0,2,1,51,0,3,80
4299,4868,1258,4,0,1,2,29,2,3,100
4301,4869,1182,1,3,0,2,45,2,3,80
4302,4870,624,1,1,2,2,40,2,3,100
4303,4871,819,3,1,2,2,41,2,2,100
4304,4872,512,1,3,2,1,45,2,3,40
4305,4873,1332,3,0,0,1,42,0,1,60
4306,4874,921,3,2,1,3,18,1,3,60
4307,4875,964,4,3,1,2,53,1,2,60
4308,4876,763,1,0,2,1,37,1,4,100
4309,4877,98,1,2,2,1,41,2,2,40
4310,4878,1071,2,0,2,3,24,0,2,80
4312,4879,1278,0,1,1,2,39,1,4,60
4313,4880,100,1,3,2,1,50,0,1,100
4314,4881,1071,4,3,2,2,41,2,0,60
4315,4882,395,1,3,0,0,48,2,0,60
4316,4883,253,1,2,1,1,46,1,4,60
4317,4884,1417,0,0,1,0,36,1,2,100
4318,4885,531,0,3,0,0,34,2,1,60
4319,4886,1174,0,0,1,1,47,2,4,60
4320,4887,1233,4,0,1,3,49,2,1,40
4321,4888,717,0,3,1,2,52,0,0,40
4323,4889,124,2,2,0,2,23,1,0,80
4324,4890,927,4,2,2,2,25,1,2,80
4325,4891,1365,4,2,2,2,67,0,0,100
4326,4892,468,1,1,2,3,20,0,3,100
4327,4893,6,1,2,1,3,40,2,4,60
4328,4894,300,1,2,0,1,56,0,3,40
4329,4895,390,2,2,1,3,23,2,3,60
4330,4896,1408,0,3,1,2,39,2,1,40
4331,4897,600,3,2,2,3,44,0,3,100
4332,4898,1066,2,3,0,3,22,0,4,40
4335,4899,829,4,1,2,1,25,1,4,40
4336,4900,42,1,0,1,1,18,1,0,40
4337,4901,1055,2,3,1,3,45,2,0,80
4338,4902,285,1,3,2,0,68,2,2,60
4339,4903,488,4,1,2,2,31,2,0,40
4340,4904,645,0,3,2,0,27,2,0,80
4341,4905,821,1,2,1,0,37,1,1,100
4342,4906,448,3,3,0,1,25,0,1,40
4343,4907,779,4,0,2,1,27,1,4,100
4344,4908,197,0,1,1,3,63,1,1,80
4346,4909,1080,3,1,0,1,22,2,4,40
4347,4910,1288,3,0,0,3,62,2,0,60
4348,4911,788,0,1,1,0,36,2,4,60
4349,4912,7,2,1,2,2,65,0,4,80
4350,4913,336,4,1,1,3,47,0,0,80
4351,4914,300,0,1,2,3,24,0,4,60
4352,4915,722,1,3,2,0,58,2,0,40
4353,4916,579,0,2,2,1,45,0,0,60
4354,4917,504,1,0,0,2,67,0,3,60
4355,4918,265,3,0,1,3,23,1,4,60
4357,4919,1287,1,3,1,2,59,0,4,60
4358,4920,503,2,3,0,2,18,1,2,60
4359,4921,354,2,1,1,0,50,1,3,60
4360,4922,809,3,0,2,1,33,1,2,100
4361,4923,1255,2,3,0,0,35,0,3,40
4362,4924,1399,3,3,1,0,46,2,1,80
4363,4925,707,0,1,1,1,29,1,1,60
4364,4926,768,1,3,1,2,18,1,1,60
4365,4927,1392,2,0,1,1,34,2,0,100
4366,4928,248,1,3,1,1,54,2,0,60
4368,4929,1212,2,3,0,2,48,1,4,80
4369,4930,518,0,0,0,1,48,1,4,60
4370,4931,1302,4,3,2,2,37,2,0,100
4371,4932,1266,0,2,1,1,32,0,3,60
4372,4933,529,4,1,0,1,38,2,1,80
4373,4934,1329,3,0,1,2,44,0,3,100
4374,4935,1376,1,1,1,3,28,1,0,80
4375,4936,535,1,3,2,0,62,2,2,100
4376,4937,1175,0,2,0,3,57,0,2,100
4377,4938,1032,0,0,0,1,55,1,2,60
4379,4939,769,4,3,0,0,31,1,2,100
4380,4940,215,0,3,1,0,60,2,3,100
4381,4941,1089,1,2,2,0,42,0,2,100
4382,4942,883,3,2,2,1,29,1,1,60
4383,4943,77,4,0,2,2,57,0,3,80
4384,4944,83,2,2,2,3,62,2,3,40
4385,4945,980,4,1,2,2,20,2,1,60
4386,4946,1005,2,1,2,0,62,2,1,60
4387,4947,410,4,2,2,2,56,1,2,80
4388,4948,565,3,1,1,0,67,1,0,80
4390,4949,1101,0,3,2,3,65,0,1,60
4391,4950,5,4,3,1,1,37,2,1,40
4392,4951,882,2,0,1,0,53,1,2,100
4393,4952,332,1,0,0,3,68,1,1,100
4394,4953,1395,2,0,0,1,62,1,2,80
4395,4954,55,3,3,2,2,22,0,2,100
4396,4955,1169,4,2,2,0,40,1,4,40
4397,4956,282,4,1,0,0,51,2,1,100
4398,4957,309,2,3,0,3,46,0,2,80
4399,4958,1209,0,3,1,2,68,2,0,80
4401,4959,214,4,2,1,1,59,1,1,100
4402,4960,1388,1,1,0,3,30,0,3,60
4403,4961,584,2,0,2,2,24,0,3,100
4404,4962,1140,0,3,1,2,25,2,4,100
4405,4963,736,4,2,1,0,25,2,3,100
4406,4964,113,3,1,1,2,40,2,1,80
4407,4965,125,2,2,0,3,20,1,1,100
4408,4966,1040,2,3,0,2,55,1,2,40
4409,4967,426,1,0,2,1,23,0,2,100
4410,4968,1247,1,0,1,3,64,2,1,40
4412,4969,41,0,3,2,2,21,0,3,60
4413,4970,465,3,2,1,2,28,0,3,80
4414,4971,783,1,0,1,1,39,0,1,80
4415,4972,777,2,0,0,1,27,2,0,80
4416,4973,700,2,0,1,3,55,2,1,80
4417,4974,613,2,2,1,3,20,2,1,80
4418,4975,394,2,3,2,2,22,1,4,100
4419,4976,534,3,1,2,2,22,2,4,60
4420,4977,230,3,1,1,0,57,2,1,100
4421,4978,1236,2,0,0,2,25,0,0,40
4423,4979,332,4,1,1,1,22,1,4,100
4424,4980,1145,1,2,0,3,56,0,3,40
4425,4981,808,2,1,2,2,54,1,1,40
4426,4982,63,2,3,2,1,57,2,0,80
4427,4983,702,1,0,0,3,61,2,2,40
4428,4984,901,1,3,2,1,52,0,2,80
4429,4985,798,2,1,1,3,48,1,4,40
4430,4986,113,0,2,1,1,33,2,2,80
4431,4987,193,3,0,2,3,23,0,4,100
4432,4988,81,4,2,2,2,55,1,4,80
4434,4989,907,4,1,2,0,44,2,3,40
4435,4990,1031,3,3,1,3,37,2,4,60
4436,4991,1172,2,2,0,0,52,2,1,60
4437,4992,1126,3,2,1,0,59,0,2,60
4438,4993,687,1,1,1,1,38,1,0,40
4439,4994,342,3,0,2,1,32,2,0,80
4440,4995,342,4,2,1,1,53,0,0,80
4441,4996,1263,4,1,1,1,68,0,0,100
4442,4997,111,2,2,0,0,45,2,3,100
4443,4998,890,4,0,0,0,18,2,0,60
4447,4999,633,3,1,2,3,21,0,4,60
4448,5000,1158,1,3,1,3,18,0,3,40
4449,5001,428,4,1,2,0,31,1,1,40
4450,5002,943,0,3,1,1,23,2,4,60
4451,5003,1302,3,1,0,1,39,1,4,100
4452,5004,1045,3,0,0,0,44,2,1,60
4453,5005,458,0,0,1,1,48,0,0,100
4454,5006,451,4,3,1,3,18,2,1,100
4455,5007,1410,2,2,1,3,51,1,2,100
4456,5008,478,0,2,2,1,37,0,0,100
4458,5009,376,1,1,1,0,18,2,2,100
4459,5010,622,3,2,1,0,20,2,4,100
4460,5011,1062,3,0,2,1,50,2,4,80
4461,5012,482,2,0,0,1,33,0,3,60
4462,5013,1162,4,2,0,1,39,0,4,60
4463,5014,453,4,1,2,0,31,0,0,100
4464,5015,167,2,3,2,2,67,0,4,100
4465,5016,1253,3,2,1,1,50,1,1,40
4466,5017,6,0,2,0,2,44,2,3,60
4467,5018,1029,2,1,2,3,28,0,4,100
4469,5019,576,0,1,2,2,50,0,4,60
4470,5020,1162,4,3,2,3,20,0,3,100
4471,5021,1364,0,0,0,1,21,1,2,80
4472,5022,476,4,0,2,2,33,1,0,60
4473,5023,578,2,0,0,3,29,1,2,100
4474,5024,322,2,3,1,3,49,0,2,100
4475,5025,559,3,0,0,1,26,0,1,40
4476,5026,1269,3,1,0,1,34,0,1,80
4477,5027,1383,1,1,1,3,32,0,4,60
4478,5028,1096,2,2,1,1,51,0,0,80
4480,5029,938,2,2,2,3,59,0,1,40
4481,5030,326,3,3,1,2,27,2,0,100
4482,5031,551,0,1,2,1,35,1,4,80
4483,5032,726,2,2,2,1,60,1,0,60
4484,5033,373,4,0,1,1,29,0,0,80
4485,5034,797,0,2,1,1,62,2,2,100
4486,5035,738,2,1,0,0,60,1,3,40
4487,5036,751,2,0,1,3,36,0,2,100
4488,5037,334,1,1,1,3,61,2,3,40
4489,5038,490,1,2,0,2,21,0,1,100
4491,5039,42,1,2,0,1,45,2,3,80
4492,5040,667,1,2,1,3,64,0,1,100
4493,5041,436,3,2,0,0,29,1,2,60
4494,5042,962,2,2,1,3,55,0,2,100
4495,5043,1110,1,1,0,3,49,1,0,60
4496,5044,735,2,3,1,2,22,1,2,80
4497,5045,757,3,2,1,3,22,1,1,100
4498,5046,1073,2,3,0,0,54,1,3,100
4499,5047,1069,0,0,0,1,36,1,3,60
4500,5048,368,0,1,1,0,64,2,4,100
4502,5049,723,3,2,0,0,43,0,2,80
4503,5050,74,1,3,2,1,60,0,0,80
4504,5051,981,3,1,0,0,23,2,2,100
4505,5052,670,4,0,2,0,67,2,2,100
4506,5053,1296,2,1,0,2,68,2,2,100
4507,5054,369,4,2,2,0,23,2,0,80
4508,5055,1124,1,3,0,3,37,0,0,80
4509,5056,141,2,1,2,0,54,0,2,60
4510,5057,760,4,2,1,1,53,0,4,100
4511,5058,276,0,2,0,0,40,0,1,100
4513,5059,713,1,0,1,3,61,0,2,100
4514,5060,533,4,1,0,0,64,1,0,100
4515,5061,220,1,0,2,2,60,1,1,60
4516,5062,1021,0,0,1,3,43,1,2,60
4517,5063,637,3,0,1,2,63,2,0,100
4518,5064,1248,3,2,0,3,64,1,4,40
4519,5065,154,2,3,0,0,57,1,1,80
4520,5066,931,4,3,0,0,37,1,2,60
4521,5067,1273,2,2,0,0,19,2,3,100
4522,5068,870,4,2,1,3,49,2,1,80
4524,5069,404,4,3,1,2,30,1,3,80
4525,5070,419,0,1,0,2,22,2,3,60
4526,5071,286,4,1,1,0,32,2,3,100
4527,5072,1255,0,1,1,3,43,1,1,100
4528,5073,95,0,3,1,2,59,0,2,60
4529,5074,258,4,1,1,3,55,2,1,100
4530,5075,180,3,0,2,1,57,1,2,60
4531,5076,780,2,1,0,0,28,1,0,40
4532,5077,1143,3,2,1,1,68,2,2,80
4533,5078,546,4,2,2,2,20,2,4,40
4535,5079,686,0,2,1,1,61,0,4,100
4536,5080,1046,1,2,2,0,62,0,3,100
4537,5081,144,0,2,2,1,58,0,0,100
4538,5082,292,3,1,1,1,63,2,2,100
4539,5083,143,0,0,2,0,68,1,4,80
4540,5084,124,3,3,0,3,42,2,0,100
4541,5085,65,0,2,2,3,31,2,2,60
4542,5086,420,3,1,2,1,62,2,1,40
4543,5087,1365,4,2,1,1,57,2,4,80
4544,5088,1256,4,1,2,3,25,0,2,100
4546,5089,1220,1,3,0,0,23,2,3,100
4547,5090,1111,4,2,1,3,37,1,1,40
4548,5091,648,3,2,2,2,43,1,3,100
4549,5092,1047,0,2,1,3,35,0,4,100
4550,5093,136,2,0,2,2,40,1,2,40
4551,5094,803,2,0,0,2,32,1,2,80
4552,5095,1230,2,1,0,3,53,2,1,40
4553,5096,652,0,3,2,0,27,1,0,40
4554,5097,936,2,3,2,0,43,1,3,60
4555,5098,578,4,3,0,0,45,0,0,40
4558,5099,1030,1,3,2,2,26,2,1,40
4559,5100,512,3,3,2,2,61,2,2,80
4560,5101,930,4,0,1,0,47,1,4,100
4561,5102,488,1,0,2,0,27,2,0,60
4562,5103,1175,2,2,2,2,25,1,4,100
4563,5104,1080,1,2,0,2,38,2,1,60
4564,5105,1241,1,0,2,3,33,1,0,40
4565,5106,757,3,3,0,0,65,2,3,100
4566,5107,1150,3,1,1,0,36,2,1,80
4567,5108,679,0,3,1,3,30,2,1,80
4569,5109,95,3,2,2,2,59,0,3,100
4570,5110,808,4,1,1,0,64,2,4,80
4571,5111,870,2,3,2,3,19,2,4,80
4572,5112,231,2,1,0,1,47,2,0,80
4573,5113,159,3,3,0,3,52,1,4,40
4574,5114,1300,4,1,1,3,34,1,2,100
4575,5115,104,2,1,2,2,24,2,0,80
4576,5116,402,3,3,2,3,53,1,3,60
4577,5117,1278,1,2,2,0,68,0,4,100
4578,5118,783,2,3,2,0,40,1,2,100
4580,5119,588,4,0,1,3,50,2,0,40
4581,5120,345,4,3,0,0,46,0,0,60
4582,5121,1086,2,0,2,3,69,0,1,40
4583,5122,279,3,3,1,0,23,1,4,100
4584,5123,238,3,0,0,3,43,1,0,80
4585,5124,23,2,1,2,1,48,0,0,80
4586,5125,1120,2,1,1,1,23,2,3,100
4587,5126,899,3,0,0,1,56,0,0,40
4588,5127,674,4,2,0,1,48,2,0,100
4589,5128,876,0,3,2,2,43,1,1,40
4591,5129,1138,0,2,0,3,43,1,1,60
4592,5130,39,1,0,2,2,42,1,4,100
4593,5131,1171,1,2,0,2,61,0,3,100
4594,5132,1303,0,0,1,1,49,0,2,80
4595,5133,499,1,1,0,1,46,0,2,80
4596,5134,1364,3,2,2,1,27,0,2,80
4597,5135,1023,4,2,0,1,37,2,0,60
4598,5136,847,4,0,1,0,31,1,2,60
4599,5137,1000,2,3,1,1,49,2,4,40
4600,5138,1208,3,1,0,3,29,2,4,60
4602,5139,583,4,1,0,2,62,2,1,60
4603,5140,344,3,0,0,2,31,1,4,80
4604,5141,998,4,3,2,1,25,2,1,40
4605,5142,243,3,2,0,2,20,1,0,80
4606,5143,528,1,1,1,3,67,1,2,80
4607,5144,826,1,1,2,1,28,1,1,80
4608,5145,401,3,1,1,3,57,0,1,100
4609,5146,507,3,2,2,0,66,0,2,40
4610,5147,1190,0,0,1,0,23,2,2,100
4611,5148,374,2,2,0,1,37,0,1,80
4613,5149,395,1,2,0,1,52,2,1,100
4614,5150,524,1,3,2,1,61,0,2,100
4615,5151,1413,1,1,2,1,37,1,3,100
4616,5152,659,0,1,0,1,20,2,2,80
4617,5153,718,1,3,0,3,63,2,4,40
4618,5154,723,1,2,1,2,58,1,0,40
4619,5155,387,0,3,1,2,54,1,1,80
4620,5156,317,4,0,1,3,24,1,2,60
4621,5157,1119,2,1,1,2,23,2,0,60
4622,5158,686,4,3,0,0,30,0,2,40
4624,5159,1313,0,2,2,2,54,0,3,60
4625,5160,929,3,2,2,3,22,1,2,80
4626,5161,457,3,2,1,2,36,2,3,100
4627,5162,36,2,1,2,2,35,0,1,60
4628,5163,738,4,2,0,0,41,2,0,80
4629,5164,601,3,0,0,0,19,1,1,60
4630,5165,483,0,1,1,3,48,0,0,60
4631,5166,1237,4,2,1,1,37,1,4,100
4632,5167,542,3,2,0,2,19,0,2,80
4633,5168,846,0,2,0,3,43,2,0,60
4635,5169,307,0,2,2,2,63,0,2,100
4636,5170,369,4,2,1,0,60,2,3,80
4637,5171,493,3,1,2,0,56,0,3,40
4638,5172,356,4,3,1,0,60,2,4,80
4639,5173,941,2,3,2,3,61,1,0,80
4640,5174,275,3,2,2,1,20,2,2,80
4641,5175,431,4,2,1,1,54,0,1,40
4642,5176,1124,1,2,2,1,25,0,2,80
4643,5177,148,3,2,0,2,27,1,0,60
4644,5178,291,4,0,1,2,30,1,2,60
4646,5179,680,0,0,0,2,49,0,1,80
4647,5180,876,1,2,2,2,63,0,4,60
4648,5181,1132,4,3,2,2,30,1,1,100
4649,5182,74,2,1,2,3,64,2,2,100
4650,5183,1085,4,3,0,2,66,1,2,80
4651,5184,711,1,1,2,0,67,1,0,100
4652,5185,1236,1,0,2,2,61,2,1,100
4653,5186,1262,4,0,2,3,40,1,2,40
4654,5187,224,0,3,1,1,65,1,4,80
4655,5188,943,1,0,0,3,67,0,4,60
4657,5189,523,0,2,2,0,60,0,1,40
4658,5190,1118,0,3,0,3,45,0,3,60
4659,5191,326,4,2,2,1,69,2,0,80
4660,5192,607,3,2,0,2,42,0,1,80
4661,5193,840,2,3,1,3,56,1,4,60
4662,5194,208,3,2,2,3,30,1,4,60
4663,5195,725,1,1,0,0,52,0,3,100
4664,5196,1172,1,1,0,2,53,2,1,40
4665,5197,805,0,3,2,3,51,0,2,60
4666,5198,1015,2,1,0,3,47,1,3,60
4669,5199,1093,3,3,0,3,35,2,3,60
4670,5200,220,1,2,2,2,42,0,4,80
4671,5201,39,1,3,1,2,67,0,1,60
4672,5202,1305,1,3,1,2,28,2,1,80
4673,5203,621,0,2,0,1,51,1,0,100
4674,5204,160,0,2,1,2,47,0,2,100
4675,5205,907,3,1,2,3,61,2,0,100
4676,5206,193,1,1,1,2,26,0,4,60
4677,5207,66,1,2,0,0,69,1,1,80
4678,5208,561,3,2,2,0,20,1,2,40
4680,5209,1414,0,0,0,0,50,1,1,100
4681,5210,1218,4,0,1,0,58,2,3,40
4682,5211,819,4,1,0,2,22,0,0,80
4683,5212,171,2,0,2,3,32,1,4,100
4684,5213,1174,1,3,2,3,64,1,4,100
4685,5214,22,2,3,0,3,19,1,2,100
4686,5215,971,0,3,0,2,51,1,0,40
4687,5216,452,2,3,2,2,67,1,4,80
4688,5217,532,3,2,0,0,64,0,3,100
4689,5218,857,0,3,2,2,18,1,0,60
4691,5219,979,4,2,1,1,58,0,3,80
4692,5220,1033,0,2,0,2,64,1,1,40
4693,5221,625,0,1,0,1,19,1,0,80
4694,5222,1270,1,3,2,3,39,1,1,60
4695,5223,70,0,0,1,2,44,0,0,40
4696,5224,972,3,1,2,1,18,1,3,40
4697,5225,798,3,2,1,3,56,0,1,40
4698,5226,351,1,2,2,2,65,0,2,80
4699,5227,506,1,0,0,0,25,1,4,40
4700,5228,96,1,0,0,2,22,1,2,80
4702,5229,1130,4,1,1,0,20,2,3,100
4703,5230,1265,2,2,1,1,68,0,2,60
4704,5231,710,2,3,1,1,53,1,2,40
4705,5232,804,1,1,2,2,38,2,3,80
4706,5233,1416,0,2,1,3,32,0,1,80
4707,5234,581,4,0,2,3,47,2,3,40
4708,5235,1323,0,0,0,3,37,2,1,80
4709,5236,1285,3,0,2,3,63,2,2,100
4710,5237,80,4,3,2,2,45,2,2,40
4711,5238,416,3,1,2,3,47,0,1,80
4713,5239,909,0,2,2,3,55,2,3,80
4714,5240,997,3,1,1,1,60,1,3,60
4715,5241,1196,3,3,1,2,31,1,3,60
4716,5242,807,4,2,1,3,55,2,2,40
4717,5243,2,0,2,0,2,39,0,2,80
4718,5244,2,1,3,1,1,31,1,0,60
4719,5245,122,2,3,2,3,64,2,3,100
4720,5246,810,1,1,1,0,26,0,2,80
4721,5247,242,0,1,2,2,53,1,0,40
4722,5248,372,1,1,2,1,54,2,1,100
4724,5249,1346,4,3,1,3,56,1,1,80
4725,5250,256,3,2,1,1,51,0,2,100
4726,5251,1219,3,2,0,2,47,2,2,100
4727,5252,236,3,0,1,0,58,0,3,80
4728,5253,486,0,1,1,3,24,1,1,100
4729,5254,295,1,0,0,2,41,0,2,40
4730,5255,783,2,3,2,1,19,0,3,60
4731,5256,1105,2,1,1,2,66,2,1,100
4732,5257,345,0,1,2,0,64,1,3,100
4733,5258,290,0,2,1,1,25,2,0,40
4735,5259,200,3,3,1,2,41,0,3,100
4736,5260,785,1,3,2,3,63,0,3,80
4737,5261,1331,0,0,1,0,43,2,4,80
